species,system,item,attribute,country,value
Pigs,Backyard,Pig meat,kg_primary/year,Cambodia,109660799.35683858
Pigs,Backyard,Pig meat,kg_protein/year,Cambodia,14398462.955552908
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,Cambodia,47.57214979280251
Pigs,Intermediate,All items,system_kg_co2e_total,Cambodia,252968880.69872743
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,Cambodia,61406113.57961056
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,Cambodia,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,Cambodia,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,Cambodia,43441131.406367406
Pigs,Intermediate,Pig meat,kg_protein/year,Cambodia,5703820.553656041
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,Cambodia,44.35077827555062
Pigs,Industrial,All items,system_kg_co2e_total,Cambodia,53334404.72153596
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,Cambodia,14096280.985292949
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,Cambodia,0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,Cambodia,0.0
Pigs,Industrial,Pig meat,kg_primary/year,Cambodia,9905910.083528817
Pigs,Industrial,Pig meat,kg_protein/year,Cambodia,1300645.9939673336
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,Cambodia,41.00608848903699
Chickens,All systems,All items,system_kg_co2e_total,Cambodia,463823550.1395989
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,Cambodia,318154253.5501937
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,Cambodia,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,Cambodia,0.0
Chickens,All systems,Eggs,kg_primary/year,Cambodia,35703856.0114114
Chickens,All systems,Eggs,kg_protein/year,Cambodia,4427278.145415013
Chickens,All systems,Chicken meat,kg_primary/year,Cambodia,38228169.85667105
Chickens,All systems,Chicken meat,kg_protein/year,Cambodia,5447514.204575626
Chickens,All systems,Eggs,kg_co2e/kg_protein,Cambodia,59.894636164541495
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,Cambodia,48.6772872471134
Chickens,Backyard,All items,system_kg_co2e_total,Cambodia,67945491.81265894
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,Cambodia,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,Cambodia,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,Cambodia,0.0
Chickens,Backyard,Eggs,kg_primary/year,Cambodia,9615656.171599694
Chickens,Backyard,Eggs,kg_protein/year,Cambodia,1192341.365278362
Chickens,Backyard,Chicken meat,kg_primary/year,Cambodia,2449254.2670001267
Chickens,Backyard,Chicken meat,kg_protein/year,Cambodia,349018.73304751806
Chickens,Backyard,Eggs,kg_co2e/kg_protein,Cambodia,38.857203931390025
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,Cambodia,61.929169352817695
Chickens,Layers,All items,system_kg_co2e_total,Cambodia,176202921.83042523
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,Cambodia,124162750.27376086
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,Cambodia,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,Cambodia,0.0
Chickens,Layers,Eggs,kg_primary/year,Cambodia,26088199.8398117
Chickens,Layers,Eggs,kg_protein/year,Cambodia,3234936.780136651
Chickens,Layers,Chicken meat,kg_primary/year,Cambodia,1985581.007109457
Chickens,Layers,Chicken meat,kg_protein/year,Cambodia,282945.2935130976
Chickens,Layers,Eggs,kg_co2e/kg_protein,Cambodia,46.88670265048869
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,Cambodia,86.68602549451265
Chickens,Broilers,All items,system_kg_co2e_total,Cambodia,219675136.49651477
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,Cambodia,193991503.27643287
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,Cambodia,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,Cambodia,0.0
Chickens,Broilers,Eggs,kg_primary/year,Cambodia,0.0
Chickens,Broilers,Eggs,kg_protein/year,Cambodia,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,Cambodia,33793334.58256147
Chickens,Broilers,Chicken meat,kg_protein/year,Cambodia,4815550.17801501
Chickens,Broilers,Eggs,kg_co2e/kg_protein,Cambodia,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,Cambodia,45.48356106132576
Cattle,All systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Cattle,All systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Cattle,All systems,Cattle meat,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,All systems,Cattle meat,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,All systems,Cattle milk,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,All systems,Cattle milk,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,Cattle meat,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,Cattle milk,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,Cattle milk,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,Cattle meat,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,Cattle milk,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,Cattle milk,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,Feedlots,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,Feedlots,Cattle meat,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,Feedlots,Cattle milk,kg_primary/year,"China, Hong Kong SAR",0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,"China, Hong Kong SAR",0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Buffaloes,All systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,"China, Hong Kong SAR",0.0
Buffaloes,All systems,Buffalo meat,kg_protein/year,"China, Hong Kong SAR",0.0
Buffaloes,All systems,Buffalo milk,kg_primary/year,"China, Hong Kong SAR",0.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,"China, Hong Kong SAR",0.0
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,Buffalo meat,kg_primary/year,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Sheep,All systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",3455844.1690692334
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Sheep,All systems,Sheep meat,kg_primary/year,"China, Hong Kong SAR",76927.38838566237
Sheep,All systems,Sheep meat,kg_protein/year,"China, Hong Kong SAR",10839.838297423685
Sheep,All systems,Sheep milk,kg_primary/year,"China, Hong Kong SAR",0.0
Sheep,All systems,Sheep milk,kg_protein/year,"China, Hong Kong SAR",0.0
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,"China, Hong Kong SAR",193.1557676794629
Sheep,Grassland systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,Sheep meat,kg_protein/year,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,Sheep milk,kg_primary/year,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,Sheep milk,kg_protein/year,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Sheep,Mixed systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",3455844.1690692334
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,"China, Hong Kong SAR",76927.38838566237
Sheep,Mixed systems,Sheep meat,kg_protein/year,"China, Hong Kong SAR",10839.838297423685
Sheep,Mixed systems,Sheep milk,kg_primary/year,"China, Hong Kong SAR",0.0
Sheep,Mixed systems,Sheep milk,kg_protein/year,"China, Hong Kong SAR",0.0
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,"China, Hong Kong SAR",193.1557676794629
Goats,All systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",3883032.721961569
Goats,All systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Goats,All systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Goats,All systems,Goat meat,kg_primary/year,"China, Hong Kong SAR",230463.6610313344
Goats,All systems,Goat meat,kg_protein/year,"China, Hong Kong SAR",30974.31604261133
Goats,All systems,Goat milk,kg_primary/year,"China, Hong Kong SAR",0.0
Goats,All systems,Goat milk,kg_protein/year,"China, Hong Kong SAR",0.0
Goats,All systems,Goat milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Goats,All systems,Goat meat,kg_co2e/kg_protein,"China, Hong Kong SAR",125.36298514613476
Goats,Grassland systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Goats,Grassland systems,Goat meat,kg_primary/year,"China, Hong Kong SAR",0.0
Goats,Grassland systems,Goat meat,kg_protein/year,"China, Hong Kong SAR",0.0
Goats,Grassland systems,Goat milk,kg_primary/year,"China, Hong Kong SAR",0.0
Goats,Grassland systems,Goat milk,kg_protein/year,"China, Hong Kong SAR",0.0
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Goats,Mixed systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",3883032.721961569
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Goats,Mixed systems,Goat meat,kg_primary/year,"China, Hong Kong SAR",230463.6610313344
Goats,Mixed systems,Goat meat,kg_protein/year,"China, Hong Kong SAR",30974.31604261133
Goats,Mixed systems,Goat milk,kg_primary/year,"China, Hong Kong SAR",0.0
Goats,Mixed systems,Goat milk,kg_protein/year,"China, Hong Kong SAR",0.0
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,"China, Hong Kong SAR",125.36298514613476
Pigs,All systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Pigs,All systems,Pig meat,kg_primary/year,"China, Hong Kong SAR",0.0
Pigs,All systems,Pig meat,kg_protein/year,"China, Hong Kong SAR",0.0
Pigs,All systems,Pig meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Pigs,Backyard,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Pigs,Backyard,Pig meat,kg_primary/year,"China, Hong Kong SAR",0.0
Pigs,Backyard,Pig meat,kg_protein/year,"China, Hong Kong SAR",0.0
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Pigs,Intermediate,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Pigs,Intermediate,Pig meat,kg_primary/year,"China, Hong Kong SAR",0.0
Pigs,Intermediate,Pig meat,kg_protein/year,"China, Hong Kong SAR",0.0
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Pigs,Industrial,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Pigs,Industrial,Pig meat,kg_primary/year,"China, Hong Kong SAR",0.0
Pigs,Industrial,Pig meat,kg_protein/year,"China, Hong Kong SAR",0.0
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Chickens,All systems,All items,system_kg_co2e_total,"China, Hong Kong SAR",368455.6149820597
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Chickens,All systems,Eggs,kg_primary/year,"China, Hong Kong SAR",81746.47071161313
Chickens,All systems,Eggs,kg_protein/year,"China, Hong Kong SAR",10136.562368240027
Chickens,All systems,Chicken meat,kg_primary/year,"China, Hong Kong SAR",9372.159144531772
Chickens,All systems,Chicken meat,kg_protein/year,"China, Hong Kong SAR",1335.532678095777
Chickens,All systems,Eggs,kg_co2e/kg_protein,"China, Hong Kong SAR",8.311089736997952
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,"China, Hong Kong SAR",63.08035800908922
Chickens,Backyard,All items,system_kg_co2e_total,"China, Hong Kong SAR",368455.6149820597
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Chickens,Backyard,Eggs,kg_primary/year,"China, Hong Kong SAR",81746.47071161313
Chickens,Backyard,Eggs,kg_protein/year,"China, Hong Kong SAR",10136.562368240027
Chickens,Backyard,Chicken meat,kg_primary/year,"China, Hong Kong SAR",9372.159144531772
Chickens,Backyard,Chicken meat,kg_protein/year,"China, Hong Kong SAR",1335.532678095777
Chickens,Backyard,Eggs,kg_co2e/kg_protein,"China, Hong Kong SAR",28.03807890586546
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,"China, Hong Kong SAR",63.08035800908922
Chickens,Layers,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Chickens,Layers,Eggs,kg_primary/year,"China, Hong Kong SAR",0.0
Chickens,Layers,Eggs,kg_protein/year,"China, Hong Kong SAR",0.0
Chickens,Layers,Chicken meat,kg_primary/year,"China, Hong Kong SAR",0.0
Chickens,Layers,Chicken meat,kg_protein/year,"China, Hong Kong SAR",0.0
Chickens,Layers,Eggs,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Chickens,Broilers,All items,system_kg_co2e_total,"China, Hong Kong SAR",0.0
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,"China, Hong Kong SAR",0.0
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,"China, Hong Kong SAR",0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,"China, Hong Kong SAR",0.0
Chickens,Broilers,Eggs,kg_primary/year,"China, Hong Kong SAR",0.0
Chickens,Broilers,Eggs,kg_protein/year,"China, Hong Kong SAR",0.0
Chickens,Broilers,Chicken meat,kg_primary/year,"China, Hong Kong SAR",0.0
Chickens,Broilers,Chicken meat,kg_protein/year,"China, Hong Kong SAR",0.0
Chickens,Broilers,Eggs,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,"China, Hong Kong SAR",0.0
Cattle,All systems,All items,system_kg_co2e_total,"China, Macau SAR",0.0
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,"China, Macau SAR",0.0
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,"China, Macau SAR",0.0
